"name","lat","lon","address","source","cat"
"Heizo","-36.8666431","174.7772693","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"T-Mark Supermarket","-36.866774","174.7770064","Newmarket Auckland 1023 New Zealand","osm","grocery"
"Bien Izakaya","-36.8672764","174.7775997","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Preto","-36.8671949","174.777581","Newmarket Auckland 1023 New Zealand","osm","shop"
"Habitual Fix","-36.8673494","174.7784875","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"The Coffee Club","-36.8683069","174.7782213","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Movenpick","-36.8681104","174.7782717","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Medicines to Midnight","-36.8680176","174.7782925","Newmarket Auckland 1023 New Zealand","osm","medical"
"Servilles","-36.8666863","174.7775783","Newmarket Auckland 1023 New Zealand","osm","shop"
"Irene's Hair Salon","-36.8667142","174.7767683","Newmarket Auckland 1023 New Zealand","osm","shop"
"Kingdom Sushi","-36.8655658","174.7769545","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Esquires Coffee","-36.8539854","174.7598631","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Subway","-36.8569737","174.7590251","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Burger King","-36.8666367","174.7787143","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Goodness Gracious Cafe","-36.8653676","174.7604295","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Crazy Noodle Café","-36.865262","174.7771744","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"ANZ","-36.8533392","174.7452295","Ponsonby Auckland 1011 New Zealand","osm","money"
"Bank of New Zealand","-36.8477315","174.7439058","Ponsonby Auckland 1011 New Zealand","osm","money"
"Barrio","-36.858943","174.7509437","Grey Lynn Auckland 1021 New Zealand","osm","bar"
"Bolliwood Restaurant","-36.8573288","174.7480621","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"Bona Pizzeria","-36.8491097","174.7439004","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Boy & Bird","-36.8528218","174.7450308","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Cafe Byzantium","-36.8580371","174.7493971","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Chapel Bar and Bistro","-36.855032","174.7463617","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Didas Food Store","-36.8464487","174.7424773","Ponsonby Auckland 1011 New Zealand","osm","cafe"
"Didas Wine Lounge","-36.8463359","174.7422646","Ponsonby Auckland 1011 New Zealand","osm","bar"
"Doctors on Jervois","-36.8458125","174.7414243","Ponsonby Auckland 1011 New Zealand","osm","medical"
"Empress Garden Restaurant","-36.8480949","174.7283429","Herne Bay Auckland 1011 New Zealand","osm","restaurant"
"Freeman & Grey","-36.8572823","174.7486028","Freemans Bay Auckland 1011 New Zealand","osm","bar"
"Grand Central","-36.8569917","174.7474238","Grey Lynn Auckland 1021 New Zealand","osm","bar"
"Jervois Steak House","-36.8461201","174.7419256","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Little Easy","-36.8537471","174.7453904","Ponsonby Auckland 1011 New Zealand","osm","bar"
"Long Room Bar","-36.85722","174.7478263","Grey Lynn Auckland 1021 New Zealand","osm","bar"
"Mexico","-36.8551867","174.7460335","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Murder Burger","-36.8564399","174.7470849","Freemans Bay Auckland 1011 New Zealand","osm","restaurant"
"Mutiara Malaysian Restaurant","-36.8582926","174.7498521","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"Paradish Indian Restaurant","-36.8597343","174.7530111","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Ponsonby Social Club","-36.8556014","174.7461911","Ponsonby Auckland 1011 New Zealand","osm","bar"
"Ponsonby Workingmen's Club","-36.8546723","174.746177","Ponsonby Auckland 1011 New Zealand","osm","bar"
"Revelry Bar","-36.8575146","174.748296","Grey Lynn Auckland 1021 New Zealand","osm","bar"
"Richmond Road Cafe","-36.8552712","174.730658","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"SPQR","-36.855756","174.7462743","Ponsonby Auckland 1011 New Zealand","osm","bar"
"Sawadee","-36.8589757","174.7510494","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"Shahi Indian Restaurant","-36.8467561","174.742936","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Thai Classic Restaurant","-36.850147","174.7440729","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Tomo Japanese Restaurant and Bar","-36.8476786","174.7438973","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Zoo Warehouse","-36.8560771","174.7463472","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Superette","-36.8710575","174.7610583","Mount Eden Auckland 1024 New Zealand","osm","grocery"
"Pita Pit","-36.8710119","174.7609987","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Subway","-36.8485343","174.763067","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"ANZ","-36.8456166","174.7646199","Auckland Central Auckland 1010 New Zealand","osm","money"
"The Sandwicherie","-36.8531651","174.7597612","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Mount Eden Cycles","-36.8704297","174.7609351","Mount Eden Auckland 1024 New Zealand","osm","shop"
"Z Energy","-36.879339","174.7760512","Epsom Auckland 1023 New Zealand","osm","car"
"Northern Steamship","-36.8441672","174.7694993","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Ugg","-36.846331","174.766867","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Sushi Train","-36.848024","174.76718","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Esquires","-36.848066","174.766948","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"The Bottle-O","-36.8481","174.767231","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Subway","-36.8475765","174.7794504","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Burger King","-36.84373","174.765788","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"The North Face","-36.846397","174.766805","Auckland Central Auckland 1010 New Zealand","osm","shop"
"My Bar","-36.8483936","174.7660369","8 Durham St E Auckland Central Auckland 1010 New Zealand","osm","bar"
"Carl's Jr.","-36.851595","174.763904","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Pizza Hut","-36.847349","174.762118","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Dengdeng","-36.848049","174.766801","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"JB Hi-Fi","-36.85058","174.764801","Auckland Central Auckland 1010 New Zealand","osm","shop"
"EB Games","-36.84996","174.76508","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Dunkin' Donuts","-36.849829","174.76516","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Mezze Bar","-36.8482865","174.765984","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Valentino's Gelato","-36.8429508","174.7670179","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Camper","-36.848252","174.766309","Auckland Central Auckland 1010 New Zealand","osm","shop"
"The Coffee Club","-36.848049","174.766571","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Loaded","-36.848656","174.76619","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Prosper","-36.848103","174.766555","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Yogurberry","-36.848182","174.766525","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Area 51","-36.848431","174.766265","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Tank","-36.84856","174.766209","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Domino's","-36.849113","174.76439","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Mrs. Higgins","-36.850347","174.764927","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Tank","-36.848967","174.76445","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Gloria Jean's","-36.849044","174.764831","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Kebabs on Queen","-36.845894","174.767026","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Pita Pit","-36.8653485","174.7764435","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"My Coffee Break","-36.8645324","174.7606379","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Sky City Bus Terminal","-36.8487592","174.7616403","Auckland Central Auckland 1010 New Zealand","osm","delete"
"ANZ","-36.8653261","174.7373569","Grey Lynn Auckland 1021 New Zealand","osm","money"
"ASB Bank","-36.8650323","174.7372657","Grey Lynn Auckland 1021 New Zealand","osm","money"
"Shaky Isles","-36.8657765","174.77662","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Esquires Coffee","-36.851229","174.763388","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Bike Barn","-36.8642212","174.7610669","Grafton Auckland 1023 New Zealand","osm","shop"
"Newmarket Post Shop","-36.8730562","174.7774085","Newmarket Auckland 1023 New Zealand","osm","government"
"Uptown Mini Mart","-36.8660451","174.7575052","Eden Terrace Auckland 1021 New Zealand","osm","grocery"
"Hollywood Bakery","-36.857827","174.7589283","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Las Vegas","-36.8577237","174.7572551","Auckland Central Auckland 1010 New Zealand","osm","activities"
"ASB","-36.8592502","174.7529256","Freemans Bay Auckland 1011 New Zealand","osm","money"
"Santos","-36.8572714","174.7479505","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Wilder And Hunt","-36.8570746","174.7472303","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Early Bird Bakery","-36.8584163","174.7500227","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Ponsonby Food Room","-36.8514899","174.7444242","Ponsonby Auckland 1011 New Zealand","osm","cafe"
"Auckland Eye","-36.8739802","174.7809756","Remuera Auckland 1050 New Zealand","osm","medical"
"Auckland Copy Shop","-36.8474814","174.7672611","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Tartine","-36.8590429","174.751174","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Countdown","-36.8583854","174.7489731","Grey Lynn Auckland 1021 New Zealand","osm","grocery"
"Netcentral","-36.8552324","174.7629139","Auckland Central Auckland 1010 New Zealand","osm","activities"
"BBQ","-36.8554281","174.7346814","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"George FM","-36.8560184","174.7467783","Ponsonby Auckland 1011 New Zealand","osm","delete"
"El Sizzling Chorizo","-36.8562276","174.7461531","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Hollywood Cafe","-36.8764552","174.7358907","Sandringham Auckland 1025 New Zealand","osm","cafe"
"Occam Espresso Bar Kitchen","-36.8645983","174.7380702","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Ross Pomodor Pizzeria","-36.8659054","174.7433892","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"Surrey Medical Centre","-36.8636736","174.7368587","Grey Lynn Auckland 1021 New Zealand","osm","medical"
"Urban Jungle Cafe","-36.8641601","174.7376272","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Kings Roast","-36.8693393","174.7498807","Kingsland Auckland 1021 New Zealand","osm","restaurant"
"The Baker's Cottage","-36.8701545","174.7481818","Kingsland Auckland 1021 New Zealand","osm","cafe"
"AS Colour","-36.8597435","174.7524306","Grey Lynn Auckland 1021 New Zealand","osm","shop"
"Craft Kitchen","-36.8596849","174.7523753","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Heroes for Sale","-36.8595692","174.753218","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Andy Harper Tyres","-36.8629657","174.756256","Eden Terrace Auckland 1021 New Zealand","osm","car"
"Allsports","-36.8795339","174.7496346","Mount Eden Auckland 1024 New Zealand","osm","sports"
"Eden Terrace Patisserie & Cafe","-36.8658362","174.758584","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Eden Terrace Liquor","-36.8661573","174.7581582","Eden Terrace Auckland 1021 New Zealand","osm","bar"
"Shooters Saloon","-36.8690638","174.7511651","Kingsland Auckland 1021 New Zealand","osm","bar"
"Glengarry Wines","-36.8718573","174.7459597","Kingsland Auckland 1021 New Zealand","osm","bar"
"The Faltering Fullback","-36.8714622","174.7466279","Kingsland Auckland 1021 New Zealand","osm","bar"
"Citizen Park Kingsland","-36.8719025","174.7457292","Kingsland Auckland 1021 New Zealand","osm","bar"
"Shiv Sai Superette","-36.8715712","174.7463079","Kingsland Auckland 1021 New Zealand","osm","grocery"
"Canton Cafe","-36.8719792","174.7444612","Kingsland Auckland 1021 New Zealand","osm","restaurant"
"Kingsland Bakery","-36.8720349","174.7451232","Kingsland Auckland 1021 New Zealand","osm","cafe"
"Simas Superette","-36.8738741","174.7367402","Kingsland Auckland 1021 New Zealand","osm","grocery"
"Ismail Superette","-36.871964","174.7445562","Kingsland Auckland 1021 New Zealand","osm","grocery"
"Grill and Shakes","-36.8719285","174.7446164","Kingsland Auckland 1021 New Zealand","osm","cafe"
"Chems Kingsland Pharmacy","-36.8721805","174.7438334","Kingsland Auckland 1021 New Zealand","osm","medical"
"Kiroms Convenience Store","-36.8738252","174.7371188","Kingsland Auckland 1021 New Zealand","osm","grocery"
"Nana Bakery Lunch Bar","-36.8738163","174.7371738","Kingsland Auckland 1021 New Zealand","osm","cafe"
"Glengarry Wines","-36.8552493","174.7464346","Ponsonby Auckland 1011 New Zealand","osm","bar"
"Deli Bake","-36.8519877","174.7447605","Ponsonby Auckland 1011 New Zealand","osm","cafe"
"Hollywood Bakery","-36.844413","174.7531153","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Subway","-36.8453191","174.7547112","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"JC Kitesurf & SUP","-36.8439515","174.7537724","Auckland Central Auckland 1010 New Zealand","osm","sports"
"Midas","-36.847962","174.7814869","Auckland Central Auckland 1010 New Zealand","osm","car"
"Beaurepaires","-36.8479842","174.7818042","Auckland Central Auckland 1010 New Zealand","osm","car"
"Noodle Canteen","-36.8478831","174.7811788","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"LJS","-36.8478476","174.7810556","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Jamie's Cafe","-36.8478315","174.7809926","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Domino's Pizza","-36.8478176","174.7809376","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Mac Roast","-36.8477994","174.7808759","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Shosha","-36.8477607","174.7807552","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Quay Street Dental","-36.8477446","174.7806868","Auckland Central Auckland 1010 New Zealand","osm","medical"
"Vege Storm","-36.8477242","174.7806238","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"Snacker Convenience Store","-36.8477071","174.780554","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"Video Ezy","-36.8476845","174.7804883","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Star Drycleaning","-36.8476716","174.7804333","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Naturals Bake and Coffee","-36.8476598","174.7803824","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Q-Liquor Centre","-36.8476502","174.7803354","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Welcome Eatery","-36.8641842","174.7640578","Grafton Auckland 1023 New Zealand","osm","cafe"
"ASB Bank","-36.8799845","174.7498898","Mount Eden Auckland 1024 New Zealand","osm","money"
"B&D Restaurant","-36.87792","174.7510944","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Balmoral Doctors and Health Centre","-36.8844146","174.7485359","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Bank of Baroda","-36.8723351","174.7524372","Mount Eden Auckland 1024 New Zealand","osm","money"
"Basil Thai","-36.876131","174.7511557","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Burger Fuel","-36.8762418","174.7513721","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Cafe Sushi","-36.8877573","174.7473392","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Cafe Tasca","-36.878947","174.750208","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Cereal Killa Cafe","-36.8798156","174.7499378","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"China Steamboat","-36.8777638","174.7503153","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Cinta Malaysian","-36.8827265","174.7489767","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Columbus Coffee","-36.8792902","174.7497889","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Dominion Road Pharmacy","-36.8727348","174.751874","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Eden Dental Care","-36.8683745","174.7541625","Eden Terrace Auckland 1021 New Zealand","osm","medical"
"Eden Noodles Cafe","-36.8720247","174.7521665","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Golden Steamboat","-36.8877142","174.7470903","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Hollywood Cafe","-36.8769895","174.7505652","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"India Express","-36.8768552","174.7506159","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Jolin Shanghai Restaurant","-36.8764778","174.7510037","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Kebab Cafe","-36.8765713","174.7507035","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Kings Dumpl","-36.8763858","174.7510335","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Lamb on the Wall","-36.8850751","174.7479537","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Love a Duck BBQ Restaurant","-36.8780549","174.7505217","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Meet Fresh","-36.8874971","174.747153","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Mr Pot Taiwanese Hotpot BBQ","-36.8789994","174.7501857","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Olives Pizza","-36.8828757","174.7489436","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Peasant","-36.8746976","174.751251","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Ras Vatika Cafe","-36.8875846","174.747395","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Sha Xian Snack","-36.8775382","174.7503968","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Soak&Suds Laundrette","-36.8874662","174.7474404","Mount Eden Auckland 1024 New Zealand","osm","shop"
"Spicy House","-36.8880222","174.7469772","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Steves Chinese and European","-36.8745677","174.7511121","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Su Zhe Restaurant","-36.8772624","174.7507542","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Sukumen Shanghai Restaurant","-36.8780088","174.750225","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Sushi","-36.8776885","174.7503203","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Tandoori Mahal","-36.8788529","174.749945","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"The Stall","-36.8847127","174.7480696","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Tom Yum Thai","-36.8767244","174.7506528","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Turkish cuisine","-36.8749363","174.7512033","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Two Fifteen","-36.875416","174.751084","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Vinyl Coffee Shop","-36.8755235","174.7513163","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Your Health Pharmacy","-36.8845599","174.7485204","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Liquor King","-36.851024","174.7440663","Ponsonby Auckland 1011 New Zealand","osm","bar"
"Conch Kitchen & Bar","-36.8557635","174.7465973","Ponsonby Auckland 1011 New Zealand","osm","cafe"
"il buco","-36.8558816","174.7466429","Ponsonby Auckland 1011 New Zealand","osm","cafe"
"Cafe Greco","-36.8506385","174.7820081","Parnell Auckland 1052 New Zealand","osm","cafe"
"Axis Coffee Co","-36.8521943","174.7827248","Parnell Auckland 1052 New Zealand","osm","cafe"
"Tony's Original Steak & Seafood","-36.8503215","174.7631135","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Angus Steak House","-36.8455029","174.7673218","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Empire Tavern","-36.8475012","174.7598036","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Avis Rental Cars","-36.8470891","174.7600343","Auckland Central Auckland 1010 New Zealand","osm","car"
"Victoria St West Post Shop","-36.847454","174.7587093","Auckland Central Auckland 1010 New Zealand","osm","government"
"Cafe Melba","-36.8477073","174.7580924","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"BP Fanshawe Street","-36.8460468","174.7588381","Auckland Central Auckland 1010 New Zealand","osm","car"
"Red Elephant Thai Cuisine","-36.8655175","174.7668927","Grafton Auckland 1023 New Zealand","osm","restaurant"
"Camera Warehouse","-36.8631316","174.7480683","Grey Lynn Auckland 1021 New Zealand","osm","shop"
"Betsia kebabs","-36.8568061","174.7633458","Grafton Auckland 1023 New Zealand","osm","restaurant"
"liquor.com","-36.8555045","174.7626957","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Altar Cafe","-36.8841799","174.760753","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Bolaven","-36.887901","174.76031","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Bonzo Burgers","-36.882082","174.7619712","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Burger Wisconsin","-36.8829754","174.7616888","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Bright Box","-36.8647347","174.760568","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"Char Grill","-36.8809167","174.7618317","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Coen Sushi","-36.8820053","174.762224","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Crystal Palace","-36.8855604","174.7610415","Mount Eden Auckland 1024 New Zealand","osm","activities"
"Domino's Pizza","-36.8859809","174.7609198","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Eden Espresso Bar","-36.8708953","174.7614003","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Eden Mart","-36.8714674","174.7620748","Mount Eden Auckland 1024 New Zealand","osm","grocery"
"Hees Garden Seafood Restaurant","-36.8882256","174.7602381","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Masala Restaurant","-36.8840116","174.7614093","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Mount Eden Bakery and Lunch Bar","-36.8708237","174.7611733","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Mount Eden Liquor","-36.8714052","174.7620155","Mount Eden Auckland 1024 New Zealand","osm","bar"
"Mount Eden Medical Centre","-36.8835015","174.7611791","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Mount Eden Pharmacy","-36.8818342","174.7619391","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Mount Eden Village Doctors","-36.8818249","174.7616527","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Nite Spice","-36.8810844","174.7618624","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Paris Mount Eden Bakery","-36.8822549","174.7622394","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Pla Thong Thai","-36.8884112","174.7602083","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Scarlett Slimms and Lucky","-36.8827743","174.762219","Mount Eden Auckland 1024 New Zealand","osm","bar"
"Sierra Cafe","-36.8811135","174.7621382","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Simla Mirch Restaurant","-36.8828159","174.7618211","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"The Ancient Mariner","-36.8710983","174.7611435","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"The Garden Shed","-36.8826275","174.7622409","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Twenty Three","-36.8656563","174.7609246","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Zool Zool","-36.8810322","174.7618475","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Shoe Science","-36.8702845","174.7607694","Mount Eden Auckland 1024 New Zealand","osm","shop"
"Pharmacy 455","-36.8831964","174.7615576","Mount Eden Auckland 1024 New Zealand","osm","medical"
"ASB Bank","-36.8684893","174.7781683","Newmarket Auckland 1023 New Zealand","osm","money"
"Accesscash atm","-36.8689485","174.775652","Newmarket Auckland 1023 New Zealand","osm","money"
"Ambrose s Bakery","-36.8715809","174.7793855","Remuera Auckland 1050 New Zealand","osm","cafe"
"Auckland Piao Xiang Restaurant","-36.8673135","174.7770649","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Authentic Bakery Cafe","-36.8681245","174.7747827","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Bambina Cafe","-36.8689771","174.7759339","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Burger Burger","-36.8678602","174.776572","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Cafe Massimo","-36.8710729","174.7779272","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Cafe Monet","-36.8717299","174.7793699","Remuera Auckland 1050 New Zealand","osm","cafe"
"Cafe Tasca","-36.8712763","174.7778548","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Canton Grill","-36.8673204","174.7771075","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Casa Del Gelato","-36.870166","174.777677","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Dominos Pizza","-36.8681446","174.7749045","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Doolan Brothers","-36.8671711","174.776475","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Eden Kebabs","-36.8659017","174.7789188","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Eduardos Pizza and Pasta","-36.8675622","174.7772467","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Estrella Damm","-36.8713226","174.7778452","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Glengarry Wines and Beers","-36.8669958","174.7743017","Newmarket Auckland 1023 New Zealand","osm","bar"
"Gourmet Foodbox","-36.8703055","174.7779189","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Hatz","-36.8712117","174.7789488","Remuera Auckland 1050 New Zealand","osm","restaurant"
"Heartland Bank","-36.8689007","174.7753733","Newmarket Auckland 1023 New Zealand","osm","money"
"Hog Heaven","-36.8655591","174.7790456","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Honda Cars Newmarket","-36.874763","174.7767673","Epsom Auckland 1023 New Zealand","osm","car"
"Hotpot BBQ","-36.8669548","174.7741708","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Huas Restaurant","-36.8671017","174.7762009","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"The Chef","-36.8755798","174.7769229","Epsom Auckland 1023 New Zealand","osm","restaurant"
"Japan Mart","-36.8672958","174.7758263","Newmarket Auckland 1023 New Zealand","osm","grocery"
"KB Bakery Cafe","-36.8744004","174.7779658","Epsom Auckland 1023 New Zealand","osm","cafe"
"Kabo Rae","-36.8675267","174.7770684","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"La Boulangerie Delice","-36.871251","174.7789943","Remuera Auckland 1050 New Zealand","osm","cafe"
"Liquorland","-36.8744335","174.7777143","Epsom Auckland 1023 New Zealand","osm","bar"
"Mexicali","-36.8712114","174.7778789","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Mitsubishi","-36.8748491","174.7776836","Epsom Auckland 1023 New Zealand","osm","car"
